Date,Receipt_ID,Product_Name,Brand_Name,Category,Quantity,Selling_Price,Cost_Price,Stock_For_Month
11/05/2024,REC-RJx-0869,Rice,Aussie Grains,Pantry,1,7.95,5.7,51
11/05/2024,REC-yPI-6709,Beef Mince,Farm Fresh Meats,Meat,4,17.84,14.24,164
12/05/2024,REC-HRY-0200,Rice,Rice King,Pantry,1,5.48,4.76,135
12/05/2024,REC-Lma-9300,Bread,Daily Loaf,Bakery,1,4.42,3.18,95
12/05/2024,REC-Aau-8375,Tea Bags,Tea Time,Beverages,3,6.32,4.77,186
12/05/2024,REC-ImL-2822,Milk,Dairy Fresh,Dairy,3,6.02,4.77,76
12/05/2024,REC-jWR-4707,Sugar,Cane Sugar Co.,Pantry,3,8.23,6.14,185
12/05/2024,REC-fdh-0286,Eggs,Sunny-Side,Dairy,1,4.76,3.5,144
12/05/2024,REC-Klg-1034,Biscuits,Sweet Treats,Snacks,5,2.86,2.16,86
13/05/2024,REC-Dgm-4955,Beef Mince,Farm Fresh Meats,Meat,3,16.02,13.56,148
13/05/2024,REC-Ccr-1551,Apples,Orchard Fresh,Produce,5,1.76,1.59,101
13/05/2024,REC-oYw-3812,Canned Beans,Simply Canned,Pantry,3,6.62,5.03,170
13/05/2024,REC-pTP-8916,Olive Oil,Mediterranean Harvest,Pantry,4,6.12,5.53,85
13/05/2024,REC-hwx-0078,Juice,Fruit Burst,Beverages,5,2.1,1.56,65
13/05/2024,REC-wCt-2110,Tea Bags,Tea Time,Beverages,1,4.81,4.22,140
13/05/2024,REC-fVK-6872,Yogurt,Pure Greek,Dairy,3,3.91,3.53,116
14/05/2024,REC-njf-8760,Chicken Breast,Butcher's Best,Meat,1,11.12,9.16,190
14/05/2024,REC-WdX-0802,Tea Bags,Tea Time,Beverages,3,2.28,2.07,69
14/05/2024,REC-fRi-2462,Toilet Paper,Soft Touch,Household,1,7.09,5.95,69
14/05/2024,REC-Jgh-9201,Bread,Sunrise Bakes,Bakery,4,2.83,2.52,116
14/05/2024,REC-tyU-1299,Cheese,Gourmet Gold,Dairy,4,3.75,3.03,112
14/05/2024,REC-ihJ-3324,Cheese,Blockbuster Cheeses,Dairy,5,5.31,4.39,76
15/05/2024,REC-FlO-8444,Chips,Crunchy Bites,Snacks,4,4.0,3.36,108
15/05/2024,REC-JCM-1196,Tomatoes,Vine Ripened,Produce,3,3.99,3.48,150
15/05/2024,REC-LRI-3007,Milk,Farmers Choice,Dairy,4,2.56,2.2,74
15/05/2024,REC-key-2679,Tomatoes,Sun Kissed,Produce,2,2.85,2.39,57
15/05/2024,REC-xQu-4871,Olive Oil,Mediterranean Harvest,Pantry,1,6.12,5.4,172
15/05/2024,REC-ogF-3256,Cereal,Healthy Start,Breakfast,3,4.11,3.67,73
15/05/2024,REC-DJY-0553,Olive Oil,Mediterranean Harvest,Pantry,2,6.38,5.45,57
17/05/2024,REC-pBO-0544,Tea Bags,Tea Time,Beverages,5,2.42,2.05,84
17/05/2024,REC-dGa-3286,Milk,Farmers Choice,Dairy,5,2.85,2.22,71
17/05/2024,REC-RmU-6679,Coffee,Bean Supreme,Beverages,1,3.28,2.64,168
17/05/2024,REC-Zdp-3844,Olive Oil,Golden Grove,Pantry,2,7.29,6.58,89
17/05/2024,REC-sFr-6501,Toilet Paper,Quilted Comfort,Household,3,4.47,3.77,86
17/05/2024,REC-VZS-5491,Eggs,Golden Yolk,Dairy,1,3.76,3.28,132
17/05/2024,REC-BIT-8752,Lettuce,Crisp Greens,Produce,1,3.69,2.93,86
18/05/2024,REC-WmY-0425,Eggs,Farmstead,Dairy,4,4.96,4.1,113
18/05/2024,REC-eCC-1592,Rice,Rice King,Pantry,2,5.13,4.62,85
18/05/2024,REC-cEl-6010,Pasta,Grainfield Co.,Pantry,4,5.95,4.51,70
18/05/2024,REC-Mvm-1252,Canned Tomatoes,Hearty Harvest,Pantry,4,5.65,5.07,184
18/05/2024,REC-Qpn-2847,Lettuce,Garden Select,Produce,1,3.03,2.75,176
18/05/2024,REC-mCh-6426,Flour,The Baker's Choice,Pantry,1,5.49,4.39,149
18/05/2024,REC-lIZ-5612,Apples,Orchard Fresh,Produce,4,1.56,1.24,97
18/05/2024,REC-pSO-5089,Bread,Sunrise Bakes,Bakery,4,3.12,2.68,109
19/05/2024,REC-rAR-6921,Cheese,Gourmet Gold,Dairy,3,3.63,2.79,174
19/05/2024,REC-gGq-7625,Yogurt,Pure Greek,Dairy,4,4.24,3.19,69
19/05/2024,REC-qJT-8206,Dish Soap,Power Clean,Household,4,11.59,8.77,139
20/05/2024,REC-ClJ-0861,Canned Beans,Hearty Harvest,Pantry,1,5.39,4.4,124
20/05/2024,REC-eFT-6049,Bananas,Tropical Treat,Produce,2,1.61,1.2,187
20/05/2024,REC-gOX-6014,Chicken Breast,Butcher's Best,Meat,1,17.34,13.37,158
20/05/2024,REC-PHU-1900,Soft Drink,Fizz Co.,Beverages,5,4.01,3.25,163
20/05/2024,REC-CEf-6072,Canned Beans,Simply Canned,Pantry,2,7.29,5.33,126
20/05/2024,REC-Jlr-4821,Chicken Breast,Prime Cuts,Meat,1,16.48,14.87,195
20/05/2024,REC-YFV-9710,Rice,Aussie Grains,Pantry,2,5.97,4.55,104
20/05/2024,REC-DAX-0405,Eggs,Sunny-Side,Dairy,5,3.15,2.82,199
20/05/2024,REC-cNh-1537,Laundry Detergent,Clean Wave,Household,2,8.87,7.82,51
22/05/2024,REC-pbL-4281,Apples,Local Grown,Produce,5,2.49,2.15,97
22/05/2024,REC-kxs-4483,Lettuce,Crisp Greens,Produce,2,4.33,3.45,157
22/05/2024,REC-djP-9798,Beef Mince,Butcher's Best,Meat,1,11.97,10.32,122
22/05/2024,REC-suT-7890,Chips,Crunchy Bites,Snacks,3,4.45,3.49,193
22/05/2024,REC-QqH-2171,Laundry Detergent,Aussie Wash,Household,4,10.39,9.27,92
22/05/2024,REC-rCC-7862,Yogurt,Morning Bliss,Dairy,1,2.49,2.17,79
22/05/2024,REC-apX-1565,Cereal,Morning Crunch,Breakfast,1,5.56,4.12,117
22/05/2024,REC-HyL-6387,Apples,Local Grown,Produce,3,3.4,2.51,171
22/05/2024,REC-zHw-5365,Cheese,Gourmet Gold,Dairy,5,6.21,5.0,91
22/05/2024,REC-fus-1373,Tea Bags,Bushland Brews,Beverages,2,4.92,3.91,71
23/05/2024,REC-dXo-6312,Tea Bags,Tea Time,Beverages,5,2.85,2.58,158
23/05/2024,REC-FiK-1310,Beef Mince,Butcher's Best,Meat,1,13.43,12.19,96
23/05/2024,REC-ZvH-4134,Chips,Salt & Crunch,Snacks,3,3.39,2.81,131
23/05/2024,REC-QwP-7846,Milk,Farmers Choice,Dairy,4,5.3,4.8,123
23/05/2024,REC-mwv-1053,Bananas,Island Harvest,Produce,1,2.76,2.26,51
23/05/2024,REC-mrg-2859,Cereal,Healthy Start,Breakfast,2,4.86,3.92,90
23/05/2024,REC-xYi-6784,Coffee,Urban Brew,Beverages,1,2.05,1.66,102
24/05/2024,REC-EjC-9680,Canned Beans,Hearty Harvest,Pantry,5,6.88,4.93,136
24/05/2024,REC-kve-0337,Beef Mince,Farm Fresh Meats,Meat,5,10.53,8.37,126
24/05/2024,REC-nXD-9974,Cheese,Australian Cheeses,Dairy,5,6.08,4.62,138
24/05/2024,REC-XMf-8106,Milk,Dairy Fresh,Dairy,1,3.45,2.81,179
24/05/2024,REC-VtO-8791,Canned Beans,Simply Canned,Pantry,2,5.8,5.27,112
24/05/2024,REC-tMO-8002,Dish Soap,Sparkle Clean,Household,3,6.68,4.86,169
24/05/2024,REC-Jic-4238,Yogurt,Pure Greek,Dairy,2,4.89,4.19,131
24/05/2024,REC-SlX-4715,Coffee,Aussie Roast,Beverages,5,2.49,1.79,101
24/05/2024,REC-gqm-7644,Tea Bags,Bushland Brews,Beverages,1,2.87,2.47,114
24/05/2024,REC-Ite-7576,Sugar,Cane Sugar Co.,Pantry,3,7.01,5.81,114
25/05/2024,REC-etB-3767,Coffee,Aussie Roast,Beverages,3,5.56,4.28,61
25/05/2024,REC-YKp-6716,Olive Oil,Golden Grove,Pantry,5,9.76,6.98,190
25/05/2024,REC-qyv-4781,Chips,Salt & Crunch,Snacks,3,2.46,2.09,63
25/05/2024,REC-ZBV-4483,Laundry Detergent,Clean Wave,Household,5,4.83,4.36,170
25/05/2024,REC-QPY-0471,Pasta,Grainfield Co.,Pantry,2,3.0,2.24,184
25/05/2024,REC-YYa-6472,Laundry Detergent,Fresh Scent,Household,4,11.63,9.28,167
26/05/2024,REC-DJd-0625,Biscuits,Aussie Bakes,Snacks,4,3.46,2.62,142
26/05/2024,REC-DeM-2326,Chips,Crunchy Bites,Snacks,1,3.98,3.27,183
26/05/2024,REC-OKC-7005,Beef Mince,Farm Fresh Meats,Meat,2,12.51,9.79,96
26/05/2024,REC-GRu-3604,Milk,Farmers Choice,Dairy,5,2.98,2.56,173
26/05/2024,REC-ijI-3981,Dish Soap,Power Clean,Household,5,9.82,7.32,56
26/05/2024,REC-ZAV-6999,Biscuits,Aussie Bakes,Snacks,4,3.73,2.98,169
26/05/2024,REC-VSh-4601,Biscuits,Aussie Bakes,Snacks,5,4.3,3.66,177
26/05/2024,REC-YJP-7157,Pasta,Pasta Perfection,Pantry,2,5.51,4.35,59
26/05/2024,REC-isb-1114,Paper Towels,Quick Dry,Household,5,3.59,3.12,92
26/05/2024,REC-Agg-6025,Eggs,Sunny-Side,Dairy,2,6.19,4.78,141
27/05/2024,REC-tgQ-3837,Tea Bags,Bushland Brews,Beverages,1,3.9,3.27,57
27/05/2024,REC-oCT-9653,Flour,The Baker's Choice,Pantry,5,5.39,4.36,73
27/05/2024,REC-KkK-3095,Chicken Breast,Lean Meats,Meat,2,13.22,9.99,141
28/05/2024,REC-JgU-8987,Coffee,Urban Brew,Beverages,3,4.79,3.76,113
28/05/2024,REC-fRo-0671,Paper Towels,Quick Dry,Household,1,5.06,3.68,145
28/05/2024,REC-unp-2375,Chips,Crunchy Bites,Snacks,5,3.27,2.81,162
28/05/2024,REC-aSq-5394,Chips,Salt & Crunch,Snacks,3,3.53,2.69,92
28/05/2024,REC-xgv-5073,Coffee,Aussie Roast,Beverages,3,5.65,4.38,121
28/05/2024,REC-ujr-4033,Yogurt,Morning Bliss,Dairy,5,3.54,2.72,109
28/05/2024,REC-crh-0359,Rice,Aussie Grains,Pantry,3,6.94,6.28,51
29/05/2024,REC-vIm-8264,Bread,Crusty Creations,Bakery,4,4.97,3.68,121
30/05/2024,REC-XDJ-4556,Coffee,Aussie Roast,Beverages,1,2.74,2.26,116
30/05/2024,REC-xGP-7446,Biscuits,Sweet Treats,Snacks,4,2.09,1.76,89
30/05/2024,REC-CWt-4227,Paper Towels,Handy Wipes,Household,3,8.55,6.22,133
30/05/2024,REC-aJR-8510,Beef Mince,Farm Fresh Meats,Meat,4,12.44,8.97,163
30/05/2024,REC-Wwi-5332,Pasta,Pasta Perfection,Pantry,2,7.89,6.12,87
30/05/2024,REC-JbM-0246,Soft Drink,Fizz Co.,Beverages,4,3.49,3.13,67
30/05/2024,REC-hby-2008,Rice,Aussie Grains,Pantry,5,4.71,3.78,170
30/05/2024,REC-byY-8494,Yogurt,Pure Greek,Dairy,3,3.13,2.35,137
30/05/2024,REC-tMc-4033,Biscuits,Aussie Bakes,Snacks,3,3.78,3.11,199
30/05/2024,REC-cwn-6458,Cereal,Morning Crunch,Breakfast,1,7.53,5.67,65
31/05/2024,REC-siO-5512,Cereal,Healthy Start,Breakfast,4,4.47,3.85,142
01/06/2024,REC-bJR-0014,Canned Tomatoes,Hearty Harvest,Pantry,1,6.88,5.12,166
01/06/2024,REC-haH-2960,Beef Mince,Butcher's Best,Meat,5,13.43,11.07,81
01/06/2024,REC-vlz-6504,Apples,Local Grown,Produce,2,2.17,1.82,114
01/06/2024,REC-UsL-5752,Salt,Aussie Salt,Pantry,3,3.91,2.89,163
01/06/2024,REC-gqs-1710,Cheese,Australian Cheeses,Dairy,1,4.85,4.41,184
01/06/2024,REC-dQq-0247,Chicken Breast,Prime Cuts,Meat,4,11.36,8.4,169
01/06/2024,REC-Vlg-6731,Cheese,Blockbuster Cheeses,Dairy,5,3.78,2.71,165
02/06/2024,REC-Smx-5853,Pasta,Pasta Perfection,Pantry,3,5.14,4.53,112
02/06/2024,REC-FpH-7305,Pasta,Pasta Perfection,Pantry,3,4.7,3.76,77
02/06/2024,REC-YOl-1474,Sugar,Cane Sugar Co.,Pantry,3,6.23,4.74,89
02/06/2024,REC-SDC-8335,Bread,Daily Loaf,Bakery,5,4.99,3.75,116
03/06/2024,REC-JYs-0475,Laundry Detergent,Clean Wave,Household,1,10.64,9.05,97
03/06/2024,REC-nOh-4804,Soft Drink,Sparkle Beverages,Beverages,2,5.46,4.58,185
03/06/2024,REC-TSM-5385,Salt,Crystal Co.,Pantry,1,6.07,4.81,151
03/06/2024,REC-IzE-0023,Flour,Golden Grains,Pantry,5,7.14,5.49,64
03/06/2024,REC-hTZ-8672,Cereal,Morning Crunch,Breakfast,4,5.07,3.89,182
03/06/2024,REC-rec-7343,Cereal,Golden Grains,Breakfast,5,5.45,4.23,170
03/06/2024,REC-FqF-6008,Salt,Crystal Co.,Pantry,5,7.51,5.37,158
03/06/2024,REC-acQ-0179,Soft Drink,Sparkle Beverages,Beverages,2,4.14,2.97,185
04/06/2024,REC-iFf-2066,Bread,Sunrise Bakes,Bakery,2,3.43,2.78,98
04/06/2024,REC-CHG-2617,Sugar,Sweet Stuff,Pantry,2,3.64,2.93,50
04/06/2024,REC-Ufo-3800,Olive Oil,Mediterranean Harvest,Pantry,2,4.34,3.25,177
04/06/2024,REC-rFB-5124,Juice,Fresh Squeeze,Beverages,3,3.13,2.52,174
04/06/2024,REC-uFq-0794,Milk,Farmers Choice,Dairy,5,3.61,3.17,103
04/06/2024,REC-yMJ-4596,Juice,Fresh Squeeze,Beverages,4,3.93,3.54,100
04/06/2024,REC-KSE-6114,Yogurt,Creamy Delights,Dairy,3,5.02,4.05,140
04/06/2024,REC-NIS-9400,Sugar,Sweet Stuff,Pantry,1,4.89,4.12,141
04/06/2024,REC-OrD-3825,Canned Beans,Simply Canned,Pantry,2,6.57,5.68,129
05/06/2024,REC-Fdb-2815,Toilet Paper,Soft Touch,Household,4,6.59,5.64,185
05/06/2024,REC-OFa-6341,Pasta,Italian Kitchen,Pantry,5,2.8,2.3,84
08/06/2024,REC-ltz-4080,Eggs,Farmstead,Dairy,4,3.19,2.39,131
08/06/2024,REC-tvO-2292,Pasta,Pasta Perfection,Pantry,3,5.56,4.44,138
08/06/2024,REC-hzw-9979,Beef Mince,Butcher's Best,Meat,2,16.29,12.15,103
09/06/2024,REC-RCS-1923,Laundry Detergent,Clean Wave,Household,1,7.98,6.1,53
09/06/2024,REC-LoV-1155,Cheese,Gourmet Gold,Dairy,2,5.32,4.55,52
09/06/2024,REC-jZV-3681,Milk,Dairy Fresh,Dairy,5,5.26,4.54,200
09/06/2024,REC-NqJ-9249,Cereal,Golden Grains,Breakfast,5,4.85,4.19,75
09/06/2024,REC-uDn-7634,Olive Oil,Golden Grove,Pantry,1,7.83,6.42,114
09/06/2024,REC-JGx-0227,Chicken Breast,Butcher's Best,Meat,2,11.67,8.6,54
10/06/2024,REC-WOc-3167,Yogurt,Creamy Delights,Dairy,5,3.03,2.55,97
10/06/2024,REC-YVN-7241,Canned Beans,Simply Canned,Pantry,2,9.04,6.74,65
10/06/2024,REC-dsU-5563,Tea Bags,Tea Time,Beverages,4,4.88,3.61,129
10/06/2024,REC-zEf-8251,Toilet Paper,Soft Touch,Household,2,5.41,4.22,180
10/06/2024,REC-lbv-2752,Juice,Fruit Burst,Beverages,5,3.66,2.94,64
11/06/2024,REC-wPq-0365,Cheese,Australian Cheeses,Dairy,2,4.41,3.6,56
11/06/2024,REC-AjV-1918,Beef Mince,Butcher's Best,Meat,2,11.53,8.86,195
11/06/2024,REC-Odf-2239,Milk,Farmers Choice,Dairy,2,3.41,2.89,63
11/06/2024,REC-DiN-5089,Laundry Detergent,Clean Wave,Household,3,11.13,9.69,68
11/06/2024,REC-vXK-5629,Toilet Paper,Quilted Comfort,Household,2,4.41,3.29,164
11/06/2024,REC-xyI-5456,Lettuce,Garden Select,Produce,3,1.29,1.08,65
11/06/2024,REC-Zfu-2711,Sugar,Cane Sugar Co.,Pantry,1,7.17,5.72,98
11/06/2024,REC-fAV-6872,Lettuce,Crisp Greens,Produce,4,4.0,3.38,180
12/06/2024,REC-eOr-8553,Dish Soap,Power Clean,Household,4,5.12,4.61,182
12/06/2024,REC-YHG-5298,Sugar,Sweet Stuff,Pantry,1,3.28,2.46,108
12/06/2024,REC-qfo-9696,Biscuits,Aussie Bakes,Snacks,1,4.24,3.2,132
13/06/2024,REC-DcG-2317,Eggs,Golden Yolk,Dairy,2,5.05,4.54,178
13/06/2024,REC-Xme-6228,Canned Tomatoes,Hearty Harvest,Pantry,4,7.53,6.61,97
13/06/2024,REC-WRp-6455,Chips,Crunchy Bites,Snacks,5,4.7,3.49,51
13/06/2024,REC-AmH-3230,Dish Soap,Sparkle Clean,Household,3,4.54,3.48,182
13/06/2024,REC-Gmk-1497,Chips,Salt & Crunch,Snacks,1,5.15,3.83,112
14/06/2024,REC-NwI-8673,Chicken Breast,Lean Meats,Meat,4,13.63,10.15,185
15/06/2024,REC-ZMH-1669,Laundry Detergent,Fresh Scent,Household,4,5.65,4.94,160
15/06/2024,REC-dcA-6202,Chips,Crunchy Bites,Snacks,3,1.9,1.62,115
16/06/2024,REC-uuB-3724,Salt,Crystal Co.,Pantry,5,8.24,6.43,102
16/06/2024,REC-Dzq-7443,Pasta,Pasta Perfection,Pantry,5,4.46,3.87,80
16/06/2024,REC-LRb-7012,Laundry Detergent,Aussie Wash,Household,1,6.17,5.37,79
16/06/2024,REC-GuK-9465,Milk,Meadowland,Dairy,4,2.97,2.48,197
16/06/2024,REC-Anh-1153,Toilet Paper,Soft Touch,Household,4,9.95,8.21,94
17/06/2024,REC-lKZ-8368,Bread,Crusty Creations,Bakery,3,4.58,3.57,200
17/06/2024,REC-dYk-1858,Lettuce,Crisp Greens,Produce,3,2.59,2.28,155
19/06/2024,REC-ops-7653,Chicken Breast,Lean Meats,Meat,5,12.99,9.89,182
19/06/2024,REC-uBV-2227,Rice,Rice King,Pantry,5,3.89,3.37,64
19/06/2024,REC-vhu-8165,Canned Beans,Simply Canned,Pantry,3,7.58,6.6,158
19/06/2024,REC-PUq-5411,Cereal,Healthy Start,Breakfast,1,4.22,3.78,182
21/06/2024,REC-wKZ-9075,Cereal,Morning Crunch,Breakfast,4,7.27,5.36,83
21/06/2024,REC-rrX-1828,Chicken Breast,Lean Meats,Meat,5,14.81,12.15,198
21/06/2024,REC-QNr-2655,Canned Tomatoes,Simply Canned,Pantry,1,5.04,4.31,104
21/06/2024,REC-CWd-3133,Eggs,Golden Yolk,Dairy,3,3.68,3.34,151
21/06/2024,REC-Csa-4193,Eggs,Farmstead,Dairy,1,2.85,2.26,129
21/06/2024,REC-PeJ-4419,Eggs,Golden Yolk,Dairy,4,4.46,3.47,190
22/06/2024,REC-yBl-5977,Chips,Crunchy Bites,Snacks,4,1.87,1.67,73
22/06/2024,REC-UBR-8332,Milk,Meadowland,Dairy,4,2.42,2.12,128
23/06/2024,REC-SIg-2164,Dish Soap,Eco-Wash,Household,1,8.17,7.2,161
23/06/2024,REC-yqR-8198,Eggs,Farmstead,Dairy,4,5.29,4.06,188
23/06/2024,REC-oeQ-9896,Biscuits,Sweet Treats,Snacks,3,4.91,3.98,159
23/06/2024,REC-ZyH-5868,Apples,Local Grown,Produce,5,3.07,2.49,135
23/06/2024,REC-EsW-9765,Salt,Crystal Co.,Pantry,5,7.24,6.23,60
23/06/2024,REC-pGJ-9692,Bananas,Tropical Treat,Produce,1,1.9,1.48,183
23/06/2024,REC-mvp-5813,Eggs,Sunny-Side,Dairy,2,6.17,4.69,64
23/06/2024,REC-yig-2707,Sugar,Sweet Stuff,Pantry,4,4.16,3.75,141
23/06/2024,REC-YSW-2050,Chips,Salt & Crunch,Snacks,1,3.83,3.09,114
23/06/2024,REC-oNe-9634,Chips,Crunchy Bites,Snacks,1,4.57,3.7,67
25/06/2024,REC-VZt-2440,Biscuits,Cookie Crumble,Snacks,5,2.94,2.21,124
25/06/2024,REC-Amh-0532,Tea Bags,Tea Time,Beverages,5,4.27,3.61,141
25/06/2024,REC-avv-6466,Coffee,Aussie Roast,Beverages,2,2.03,1.84,102
25/06/2024,REC-ONS-2352,Apples,Local Grown,Produce,4,3.49,2.94,172
25/06/2024,REC-UYM-7418,Coffee,Urban Brew,Beverages,3,3.65,3.27,126
25/06/2024,REC-nUM-2704,Eggs,Farmstead,Dairy,1,5.41,4.53,200
25/06/2024,REC-DIB-8520,Paper Towels,Quick Dry,Household,3,7.39,6.05,142
25/06/2024,REC-sYb-9651,Canned Tomatoes,Simply Canned,Pantry,2,7.53,5.95,117
25/06/2024,REC-gvp-1161,Laundry Detergent,Fresh Scent,Household,5,8.44,6.52,197
26/06/2024,REC-QIu-8113,Paper Towels,Quick Dry,Household,1,4.79,3.8,151
26/06/2024,REC-zCR-8878,Dish Soap,Sparkle Clean,Household,1,8.11,6.74,187
26/06/2024,REC-FsO-8984,Milk,Farmers Choice,Dairy,5,6.5,4.78,73
26/06/2024,REC-XDX-6776,Laundry Detergent,Aussie Wash,Household,1,12.33,8.87,156
29/06/2024,REC-bAk-7439,Cheese,Gourmet Gold,Dairy,3,4.69,3.96,74
29/06/2024,REC-ecY-5325,Milk,Farmers Choice,Dairy,3,4.59,3.54,121
29/06/2024,REC-yWr-3109,Flour,Golden Grains,Pantry,1,6.92,5.03,153
29/06/2024,REC-VuF-3179,Soft Drink,Fizz Co.,Beverages,5,4.78,3.61,68
29/06/2024,REC-tfS-5178,Apples,Local Grown,Produce,3,1.33,1.03,152
29/06/2024,REC-vFA-5064,Apples,Orchard Fresh,Produce,5,1.69,1.42,89
29/06/2024,REC-pVQ-8856,Dish Soap,Sparkle Clean,Household,2,6.17,5.43,148
30/06/2024,REC-Qql-6476,Apples,Local Grown,Produce,2,1.29,1.13,115
03/07/2024,REC-ZHb-2079,Tomatoes,Sun Kissed,Produce,2,2.31,1.69,56
03/07/2024,REC-JKE-4770,Eggs,Sunny-Side,Dairy,4,4.7,4.13,161
03/07/2024,REC-Zrb-3691,Laundry Detergent,Clean Wave,Household,4,10.14,8.17,194
03/07/2024,REC-nmo-0483,Bread,Daily Loaf,Bakery,5,3.3,2.81,173
03/07/2024,REC-hTv-8844,Bread,Sunrise Bakes,Bakery,4,3.62,3.05,199
03/07/2024,REC-wdM-3052,Paper Towels,Quick Dry,Household,5,12.39,9.23,137
03/07/2024,REC-LvH-3580,Olive Oil,Golden Grove,Pantry,3,5.6,4.61,186
03/07/2024,REC-VdY-1750,Bananas,Tropical Treat,Produce,1,4.69,3.39,132
03/07/2024,REC-hxg-8018,Cereal,Golden Grains,Breakfast,1,5.51,4.63,81
04/07/2024,REC-HVy-3992,Chicken Breast,Butcher's Best,Meat,3,12.23,10.15,156
04/07/2024,REC-BAb-9201,Salt,Aussie Salt,Pantry,3,7.46,5.44,55
04/07/2024,REC-qzE-8825,Salt,Crystal Co.,Pantry,4,3.82,2.98,102
04/07/2024,REC-rHz-4573,Tea Bags,Tea Time,Beverages,1,5.56,4.35,147
04/07/2024,REC-VQU-9087,Yogurt,Creamy Delights,Dairy,2,3.25,2.52,148
04/07/2024,REC-HvM-9364,Canned Beans,Hearty Harvest,Pantry,1,6.26,4.56,71
04/07/2024,REC-YMa-3012,Toilet Paper,Soft Touch,Household,3,5.3,4.6,113
04/07/2024,REC-Wcy-5924,Eggs,Farmstead,Dairy,5,4.2,3.74,74
05/07/2024,REC-mSP-3739,Cheese,Gourmet Gold,Dairy,2,4.06,3.14,70
05/07/2024,REC-pOI-9394,Juice,Fruit Burst,Beverages,5,2.52,2.07,183
05/07/2024,REC-XYP-0707,Flour,The Baker's Choice,Pantry,3,6.44,4.87,121
05/07/2024,REC-ulh-3440,Pasta,Pasta Perfection,Pantry,2,6.62,5.64,60
05/07/2024,REC-Hlw-6274,Olive Oil,Golden Grove,Pantry,4,6.13,4.74,68
06/07/2024,REC-AXO-6443,Biscuits,Aussie Bakes,Snacks,1,5.24,3.96,70
06/07/2024,REC-AGY-4344,Pasta,Grainfield Co.,Pantry,4,9.06,6.62,176
06/07/2024,REC-faL-6358,Chicken Breast,Prime Cuts,Meat,2,11.16,9.81,157
06/07/2024,REC-Cbv-1609,Pasta,Italian Kitchen,Pantry,5,4.19,3.52,159
06/07/2024,REC-tDF-2964,Bananas,Island Harvest,Produce,4,1.15,1.03,89
06/07/2024,REC-swt-9630,Bananas,Island Harvest,Produce,4,2.68,2.4,185
06/07/2024,REC-WsG-1715,Bread,Crusty Creations,Bakery,2,5.4,4.0,60
07/07/2024,REC-zyN-1483,Laundry Detergent,Aussie Wash,Household,4,6.75,5.06,171
07/07/2024,REC-gKu-4084,Bread,Crusty Creations,Bakery,4,4.69,3.61,197
07/07/2024,REC-Iqi-4811,Flour,The Baker's Choice,Pantry,5,6.58,5.85,177
07/07/2024,REC-yQE-7949,Salt,Aussie Salt,Pantry,5,7.7,6.67,53
07/07/2024,REC-WzX-4360,Cereal,Morning Crunch,Breakfast,5,5.6,4.8,130
07/07/2024,REC-Djs-1047,Toilet Paper,Quilted Comfort,Household,4,10.41,7.81,64
07/07/2024,REC-YDI-0262,Cereal,Golden Grains,Breakfast,4,7.2,5.64,189
09/07/2024,REC-CyO-9241,Apples,Local Grown,Produce,2,4.0,2.92,115
10/07/2024,REC-tod-5321,Dish Soap,Sparkle Clean,Household,5,9.31,6.87,65
10/07/2024,REC-RXq-8510,Soft Drink,Fizz Co.,Beverages,3,5.55,4.29,55
10/07/2024,REC-hnd-2643,Milk,Meadowland,Dairy,2,2.51,2.16,94
10/07/2024,REC-EHW-5662,Lettuce,Crisp Greens,Produce,2,3.54,3.18,111
10/07/2024,REC-jnq-5632,Salt,Crystal Co.,Pantry,3,2.28,1.79,101
11/07/2024,REC-YNW-7264,Biscuits,Cookie Crumble,Snacks,5,2.16,1.82,87
11/07/2024,REC-ODl-4357,Bananas,Island Harvest,Produce,5,1.75,1.32,150
11/07/2024,REC-gzt-6663,Salt,Crystal Co.,Pantry,5,6.66,5.56,123
11/07/2024,REC-qpR-7545,Pasta,Pasta Perfection,Pantry,4,4.4,3.82,188
11/07/2024,REC-exC-8223,Toilet Paper,Quilted Comfort,Household,2,11.54,9.89,128
11/07/2024,REC-keV-3841,Lettuce,Garden Select,Produce,3,3.46,2.69,63
11/07/2024,REC-FGR-3361,Eggs,Farmstead,Dairy,3,4.09,3.19,152
11/07/2024,REC-aBt-8485,Soft Drink,Fizz Co.,Beverages,1,3.87,3.28,134
12/07/2024,REC-TyC-4893,Canned Tomatoes,Hearty Harvest,Pantry,2,2.65,2.0,161
12/07/2024,REC-uCi-3247,Bananas,Island Harvest,Produce,3,2.47,1.95,152
12/07/2024,REC-Rwm-2383,Apples,Local Grown,Produce,3,3.8,2.76,103
12/07/2024,REC-HXZ-3836,Beef Mince,Farm Fresh Meats,Meat,5,9.96,8.96,99
12/07/2024,REC-uJd-8164,Canned Tomatoes,Simply Canned,Pantry,1,2.4,1.82,154
12/07/2024,REC-qhC-1982,Tea Bags,Bushland Brews,Beverages,5,4.62,3.38,65
12/07/2024,REC-uTG-7237,Eggs,Farmstead,Dairy,4,3.9,2.98,63
12/07/2024,REC-ZlF-4749,Pasta,Italian Kitchen,Pantry,1,2.21,1.61,134
14/07/2024,REC-yKM-5466,Canned Beans,Simply Canned,Pantry,2,2.44,2.2,166
